data/hora;idade;genero;situacao_conjugal;situacao_empregaticia;estado_reside;ies;nome_curso;nivel_ensino;data_inicio_ curso;tipo_ies;local_estudante;migrou_virtual;ies_fechou_dorm;situação_durante_pandemia;data_fechamento;residencia_atual;moradia_atual_permanente;morando_com; convive_risco_relevante;quarentena_imposta;vivenciou;acesso_servicos_saude;acesso_internet;capacidade_prosseguir_estudos;capacidade_socializacao ;bem_estar_psicologico;qualidade_de_vida;aulas_durante_pandemia;acesso_professores;acesso_infra_ies;espaco_físico;disposicao_atividades;desempenho_escolar;ies_reinicio;data_reinico;vacinado;dificuldades_academicas;despesas;renda_financeira;ajuda_financeira;nivel_endividamento;despesas_cresceram;dificuldades_financeiras; decisao_fechar;ies_positivo;ies_melhorar;ies_ajudar;nivel_ansiedade;ansiedade_planejamento;ansiedade_longo_prazo;detalhes_finais
18/04/2022;22;Masculino;Solteiro(a);Desempregado(a);SP;UNESP;Engenharia Elétrica;Graduação;11/03/2019;Pública;Outra cidade;Sim;Não sei;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Sim;Dificuldades para viajar/se deslocar;Melhor do que antes;O mesmo que antes;Pior do que antes;O mesmo de antes;O mesmo de antes;;Foram mais ou menos o mesmo;Melhorou;Ficou mais ou menos o mesmo;Era mais ou menos o mesmo;Diminuiu;Diminuiu;Sim (retornou todas as atividades presenciais);25/04/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Relacionadas com saúde, Transporte urbano, Aluguel;;Muito lentamente;Reconheço que minha instituição decidiu esperar o retorno de maneira ativa e oportuna.;Gostaria que minha instituição tivesse estruturado de uma maneira mais regularizada a maneira de aplicar as aulas e atividades, recebendo feedback dos alunos quanto ao desempenho e disposição mental de cada aluno.;Além do que foi feito, ajudaria muito se minha instituição abrisse mais canais pelo corpo docente para acolher de maneira mais empática os alunos com desempenho e vidas financeira afetadas.;O mesmo de antes;Pior do que antes;O mesmo de antes;
19/04/2022;20;Feminino;Solteiro(a);Dependente (dos pais, etc.);SP;UNESP;Engenharia Civil;Graduação;01/07/2021;Pública;Outra cidade;Sim;Não sei;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Sim;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;O mesmo de antes;Melhor do que antes;Muito pior do que antes;Pior do que antes;Muito pior do que antes;A qualidade de vida financeira se manteve estável porém a pandemia afetou diretamente o bem estar psicológico e o convívio social de maneira direta de meus familiares.;Pioraram;Piorou;Ficou mais ou menos o mesmo;N/A ou Não sabe;Diminuiu;Diminuiu;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Aumentaram;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Relacionadas com saúde, Viagens/deslocamentos, Transporte urbano, Internet, Alimentação;A renda permaneceu a mesma porém os custos mensais aumentaram devido a situação atual do país, porém continuo sem dificuldades financeiras.;De forma oportuna e prudente;aulas remotas e projetos remotos quando foi cabível para proteger a saúde de todes.;um ambiente mais acolhedor durante o período;cobrar de seus docentes aulas melhores e obrigatoriamente ao vivo;Pior do que antes;Pior do que antes;O mesmo de antes;
19/04/2022;20;Masculino;Solteiro(a);Dependente (dos pais, etc.);SP;UNESP;Engenharia Elétrica ;Graduação;17/02/2020;Pública;Outra cidade;Sim;Não sei;Minha instituição procurou atender a grande parte dos alunos mantendo auxílios para os que necessitam e provendo acesso à Internet e equipamentos para os que não possuíam ;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Dificuldades para viajar/se deslocar;O mesmo de antes;O mesmo que antes;Pior do que antes;Muito pior do que antes;Pior do que antes;Após o encerramento das aulas presenciais devido à pandemia, voltei para minha cidade Natal, onde vivo com minha família até que as aulas retornem, isso ajudou muito no fator psicológico ;Pioraram;Piorou;Melhorou;Era mais ou menos o mesmo;Diminuiu;Diminuiu;Não, ainda não retornou nenhuma atividade presencial;;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Diminuiram;Diminuiu;Sim;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano, Aluguel, Internet, Alimentação, Outras (não relacionadas);;De forma oportuna e prudente;Reconheço que minh instituição se esforçou muito para que os alunos pudessem manter o desempenho de forma remota, oferecendo muitos benefícios. Também ofereceu ambientes que puderam ser utilizados intuitivamente pelos docentes e facilitaram o entendimento dos discentes.;;Tivesse mantido algumas matérias de forma híbrida, pois o entendimento de matérias práticas foi um pouco prejudicado;O mesmo de antes;O mesmo de antes;O mesmo de antes;
12/07/2022;28;Feminino;Solteiro(a);Bolsista;SP;UNESP;Biologia;Graduação;08/02/2018;Pública;Outra cidade;Sim;Não sei;;01/04/2020;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Sim;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;Melhor do que antes;O mesmo que antes;Pior do que antes;Muito pior do que antes;Muito pior do que antes;;Foram mais ou menos o mesmo;Piorou;Melhorou;Piorou;Diminuiu;Diminuiu;Sim (retornou todas as atividades presenciais);11/04/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Aumentaram;Diminuiu;Sim;Aumentaram;Viagens/deslocamentos, Transporte urbano, Aluguel, Internet, Alimentação, Outras (não relacionadas);;De forma oportuna e prudente;;empatia dos professores e dos funcionarios, gostaria que minha instituicão tivesse oferecido apoio psicológico para os professores e funcionarios;apoio psicologico para professores e funcionarios;Muito pior do que antes;Muito pior do que antes;Muito pior do que antes;
14/11/2022;55;Masculino;Casado(a);Empregado(a);AM;UNESP;Pós-Graduação em Design;Doutorado;07/03/2022;Pública;Outra cidade;Sim;Sim;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Não;Não se aplica / Não sabe / Não se lembra;Pior do que antes;O mesmo que antes;N/A ou Não Sabe;O mesmo de antes;O mesmo de antes;;Foram mais ou menos o mesmo;Piorou;Ficou mais ou menos o mesmo;Era mais ou menos o mesmo;Ficou mais ou menos a mesma;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Diminuiram;Diminuiu;Não;Estão mais ou menos as mesmas;Alimentação;;De forma oportuna e prudente;Implantou o sistema remoto de aulas.;;;Melhor do que antes;Melhor do que antes;Melhor do que antes;No meu circulo familiar não houve óbitos pela COVID. Houve casos positivos porém apenas isso.
15/11/2022;48;Masculino;Casado(a);Empregado(a);SP;UNESP;Pós-Graduação em Mídia e Tecnologia;Mestrado;01/12/2022;Pública;Local;Sim;Sim;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Família;Não;Sim;Ajuda ou assistência de pessoas desconhecidas;O mesmo de antes;O mesmo que antes;O mesmo de antes;Muito pior do que antes;Pior do que antes;;Foram mais ou menos o mesmo;Foi mais ou menos o mesmo;Ficou mais ou menos o mesmo;Piorou;Aumentou;Foi mais ou menos o mesmo;Em parte (apenas algumas atividades  presenciais retornaram);;Sim vacinado com duas doses ou com vacina de dose única;;Aumentaram;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Transporte urbano;;De forma oportuna e prudente;;;;O mesmo de antes;O mesmo de antes;Melhor do que antes;
16/11/2022;26;Masculino;Solteiro(a);Empregado(a);SP;UNESP;Pós-Graduação em Mídia e Tecnologia;Mestrado;01/01/2022;Pública;Outra cidade;Sim;Não sei;Durante a pandemia eu ainda não estava no mestrado, portanto não consigo dar mais informações.;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Sim;Dificuldades para viajar/se deslocar;Pior do que antes;O mesmo que antes;O mesmo de antes;Pior do que antes;Pior do que antes;;Pioraram;N/A ou Não sabe;N/A ou Não sabe;Piorou;N/A ou Não sabe;N/A ou Não sabe;Sim (retornou todas as atividades presenciais);01/03/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;As interações são bem dificeis de acontecer de uma maneira online. As reunioes de grupos para trabalho acabam ficando dificeis e é dificil manter a concentração nas aulas por conta do fator online.;Aumentaram;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano, Aluguel, Alimentação;O mercado e o valor do transporte aumentaram muito com o alto custo dos combustiveis.;Muito lentamente;Fez o correto em pausar temporariamente as aulas, mas acabou deixando a desejar numa resposta rápida e dando auxilio aos alunos.;Gostaria que eles tivessem tomado decisões mais rapidamente em relação as aulas e ja terem um suport EAD pronto para possiveis situações como essa.;Não sei;O mesmo de antes;Pior do que antes;O mesmo de antes;
18/11/2022;30;Feminino;União Estável/Vivendo junto;Bolsista;SP;UNESP;Pós-Graduação em Mídia e Tecnologia;Doutorado;01/03/2022;Pública;Outra cidade;Sim;Não sei;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Sim;Sim;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;Melhor do que antes;Muito pior que antes;O mesmo de antes;Muito pior do que antes;Muito pior do que antes;;N/A ou Não sabe;Foi mais ou menos o mesmo;Ficou mais ou menos o mesmo;Piorou;Diminuiu;Diminuiu;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Diminuiu;Sim;N/A ou Não sabe;Relacionadas com saúde, Aluguel, Internet, Alimentação;;Muito lentamente;Reconheço que minha instituição fez o necessário, porém foi a última das pública a tomar qualquer atitude. Prudente, porém sempre tardia e seguindo as demais apenas. ;Gostaria que minha instituição tivesse feito o mesmo que as demais publicas e se posicionado antes, ao invés de ficar aceitando comparações com as particulares e tendo receio ao serem forçadas a voltar por motivos financeiros, que não condizem com a instituição. ;Além do que foi feito, ajudaria muito se minha instituição disponibilizar equipamento adequado para professores/docentes para que seja feita transmissões das disciplinas, já que ainda estamos tendo casos de infecção por covid o que impossibilita o acompanhamento presencial. Não há necessidade de se tornar EAD, porém a tecnologia deve ser utilizada de forma favorável. ;Pior do que antes;O mesmo de antes;Muito pior do que antes;"Fiquei 1 ano em total isolamento, me recusei a receber quaisquer pessoas que não fossem de meu contato diário e necessário. Só permiti minha família ter contato com minha filha caso estivessem vacinados. Tivemos um parente que faleceu de covid bem no início, e se tornou um evento traumático. Apesar disso, da minha família não tivemos nenhum óbito, porém alguns já se infectaram mais de uma vez. 
Continuo utilizando máscara em locais fechados e/ou aglomerados. "
20/11/2022;51;Feminino;Casado(a);Servidora pública;SP;UNESP;Pós-Graduação em Mídia e Tecnologia;Doutorado;01/03/2022;Pública;Local;Sim;Não sei;;20/03/2020;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Família;Não;Sim;Dificuldades para viajar/se deslocar;Pior do que antes;Melhor do que antes;O mesmo de antes;O mesmo de antes;Pior do que antes;;Foram mais ou menos o mesmo;Foi mais ou menos o mesmo;Ficou mais ou menos o mesmo;Era mais ou menos o mesmo;Aumentou;Aumentou;Sim (retornou todas as atividades presenciais);15/03/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Aumentaram;Está mais ou menos a mesma;Não;N/A ou Não sabe;Internet, Alimentação;;Muito lentamente;Após a adaptação ao uso das plataformas de reunião virtual, foram realizados vários webinars e eventos on-line, com pessoas de vários lugares do país, democratizando o acesso à educação.;A instituição poderia ter retomado as aulas, de forma telepresencial, num prazo mais curto, evitando a perda/atraso do semestre para os alunos.;Propiciar mais palestras sobre saúde mental dos alunos e trabalhadores.;Pior do que antes;Pior do que antes;Pior do que antes;A pandemia nos mostrou o ritmo acelerado com que levamos a vida e nos propiciou um tempo forçado de reflexão, inclusive para podermos nos dedicar e convivermos com as pessoas que mais amamos, que são nossos familiares! Apesar de todas as incertezas e malefícios trazidos pela pandemia, tive a graça de poder conviver com meus pais, que são idosos, com mais frequência, os recebendo em minha casa mais vezes, reunindo-me com eles, marido e filhos, proporcionando maior diálogo e atenção entre todos nós. Aprendi a valorizar mais a família, nossa saúde e os bons momentos que passamos juntos. 
20/11/2022;23;Feminino;Solteiro(a);Dependente (dos pais, etc.);SP;FMJ;Medicina;Graduação;16/02/2019;Pública;Outra cidade;Sim;Não se aplica;Minha instituição utilizou o google classroom, aulas via zoom e google meets;16/03/2020;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Não;Não se aplica / Não sabe / Não se lembra;Melhor do que antes;O mesmo que antes;Melhor do que antes;Pior do que antes;Pior do que antes;;Foram mais ou menos o mesmo;Foi mais ou menos o mesmo;Melhorou;Era mais ou menos o mesmo;Aumentou;Aumentou;Sim (retornou todas as atividades presenciais);12/10/2020;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Diminuiram;Diminuiu;Sim;Estão mais ou menos as mesmas;Viagens/deslocamentos, Transporte urbano, Aluguel;;Muito rapidamente;aulas via google meets/zoom, utilização de google classroom, biblioteca virtual;reposição das aulas práticas, aula de paramentação ;...;O mesmo de antes;Pior do que antes;O mesmo de antes;
20/11/2022;23;Feminino;União Estável/Vivendo junto;Dependente (dos pais, etc.);SP;FMJ;Medicina;Graduação;11/03/2019;Pública;Outra cidade;Sim;Não se aplica;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Sim;Não se aplica / Não sabe / Não se lembra;O mesmo de antes;O mesmo que antes;Pior do que antes;Pior do que antes;Pior do que antes;Foi colocada muita pressão no retorno às aulas presenciais sem ter auxílio algum para compensar o tempo EAD.;Pioraram;Piorou;Ficou mais ou menos o mesmo;Piorou;Diminuiu;Diminuiu;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Aluguel, Outras (não relacionadas);;De forma oportuna e prudente;;;;O mesmo de antes;Pior do que antes;Pior do que antes;
21/11/2022;34;Feminino;Casado(a);Bolsista;SP;UNESP;Pós-Graduação em Mídia e Tecnologia;Doutorado;01/08/2021;Pública;Local;Sim;Não sei;Uso de máscaras dentro e fora das salas de aula. Eu não estudei na unesp durante o período da pandemia, mas sei que as aulas e reuniões foram transferidas do presencial para o modo remoto.;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Família;Não;Sim;Não se aplica / Não sabe / Não se lembra;O mesmo de antes;Pior que antes;Pior do que antes;O mesmo de antes;Muito melhor do que antes;"Acabei engravidando durante a pandemia, e administrar o lar com um segundo filho me ""forçou"" a dar o melhor de mim em todos os aspectos da vida. Portanto, considero que minha vida foi para melhor pelo fato de ter buscado a cada dia uma maneira melhor de ser e lidar com o dia a dia e suas adversidades/rotinas.";Foram mais ou menos o mesmo;Melhorou;Melhorou;Era mais ou menos o mesmo;Ficou mais ou menos a mesma;Aumentou;Sim (retornou todas as atividades presenciais);01/02/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Administrar os deveres do lar (casa, filhos, limpeza, refeições) com assistir às aulas on-line, ao mesmo tempo, como filhos solicitando atenção ao mesmo tempo em que se assistia a uma aula online etc.;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Aluguel, Internet;A pandemia ampliou as oportunidades remotas na minha área, mas complicou no que tange às aulas de meu marido, a quem possui uma escola de negócios física, com aulas presenciais.;Muito rapidamente;Suspender as aulas presenciais e transferir para o modo remoto.;O modo remoto pode, atualmente, ser dado em apenas 20%, o que poderia, na realidade, ficar livre para cada professor alterar essa porcentagem no que achar necessário para a administração de sua disciplina.;Além do que foi feito, ajudaria muito se minha instituição mantivesse aulas magnas de modo on-line (remoto) e presencial para quem quiser ir pessoalmente a contar pontos para os créditos complementares.;Muito melhor do que antes;Muito melhor do que antes;Muito melhor do que antes;As limitações impostas pelo covid-19 nos forçaram a buscar alternativas saudáveis dentro do possível para buscar sustentabilidade e sobrevivência, o que geraram muitas frustrações por nos tirar da zona de conforto e, ao mesmo tempo, nos fizeram redescobrir e reinventar maneiras de viver e aproveitar o tempo.
21/11/2022;41;Feminino;Casado(a);Autônomo(a);SP;UFSCar;Pós-Graduação em Biblioteconomia e Ciência da Informação;Mestrado;28/03/2022;Pública;Outra cidade;Sim;Sim;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Não se aplica / Não sabe / Não se lembra;O mesmo de antes;O mesmo que antes;Melhor do que antes;Melhor do que antes;Pior do que antes;durante a pandemia desenvolvi um nível elevado de ansiedade, engordei 10 kilos e perdi a vontade de trabalhar, limpar a casa ou sair;Pioraram;Piorou;Pioraram;Era mais ou menos o mesmo;Diminuiu;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);01/07/2022;Sim vacinado com duas doses ou com vacina de dose única;durante a pandemia não havia intereção e não dava vontade de fazer os trabalhos, mas fiz todos ;Foram mais ou menos os mesmos;Está mais ou menos a mesma;Não;Estão mais ou menos as mesmas;Internet, Alimentação;;De forma oportuna e prudente;diponibilizou todas as aulas online;não tenho;;Muito pior do que antes;Muito pior do que antes;Muito pior do que antes;
21/11/2022;41;Masculino;União Estável/Vivendo junto;Empregado(a);SP;UNESP;Pós-Graduação em Mídia e Tecnologia;Mestrado;07/03/2022;Pública;Local;Sim;Não se aplica;;;Fora do campus, mas na mesma cidade da instituição de ensino;Não;Família;Não;Não;Não se aplica / Não sabe / Não se lembra;N/A ou Não sabe;N/A ou Não sabe;N/A ou Não Sabe;O mesmo de antes;N/A ou Não Sabe;;N/A ou Não sabe;N/A ou Não sabe;Ficou mais ou menos o mesmo;N/A ou Não sabe;Diminuiu;N/A ou Não sabe;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Diminuiu;Não;Aumentaram;Viagens/deslocamentos, Aluguel, Outras (não relacionadas);;De forma oportuna e prudente;;;;N/A ou Não Sabe;O mesmo de antes;O mesmo de antes;
21/11/2022;54;Feminino;Divorciado(a)/Separado(a);Empregado(a);SP;UFSCar;Pós-Graduação em Biblioteconomia e Ciência da Informação;Mestrado;01/03/2022;Pública;Local;Sim;Sim;A Universidade Disponibilizou notebooks para os alunos em vulnerabilidade, para que pudessem continuar seus estudos.;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Não;Sim;Não se aplica / Não sabe / Não se lembra;Pior do que antes;Melhor do que antes;Melhor do que antes;Melhor do que antes;Muito melhor do que antes;Em minha experiência pessoal, o isolamento provocado pela pandemia proporcionou maior autoconhecimento.;N/A ou Não sabe;N/A ou Não sabe;N/A ou Não sabe;N/A ou Não sabe;Aumentou;Aumentou;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Eu não estava estudando na época da pandemia (2020-2021), aproveitei esse período para escrever projeto e me preparar para ingressar no mestrado em 2022.;Foram mais ou menos os mesmos;Aumentou;Não;Estão mais ou menos as mesmas;Viagens/deslocamentos, Alimentação;;Muito lentamente;Não estava em aula à época;Não estava em aula à época;Não tenho informações a respeito;Melhor do que antes;Melhor do que antes;O mesmo de antes;Sou funcionária pública em uma cidade de porte médio, não tive grandes problemas para cumprir o isolamento exigido pela pandemia.
21/11/2022;18;Masculino;Solteiro(a);Empregado(a);SP;FATEC;Gestão da Tecnologia da Informação ;Graduação;07/02/2022;Pública;Outra cidade;Sim;Não se aplica;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Sim;Dificuldades para viajar/se deslocar;Pior do que antes;O mesmo que antes;O mesmo de antes;O mesmo de antes;Pior do que antes;;Foram mais ou menos o mesmo;Melhorou;Pioraram;Era mais ou menos o mesmo;Ficou mais ou menos a mesma;Aumentou;Sim (retornou todas as atividades presenciais);20/07/2022;Sim vacinado com duas doses ou com vacina de dose única;;Diminuiram;Está mais ou menos a mesma;Sim;Estão mais ou menos as mesmas;Internet;;De forma oportuna e prudente;Reconheço que minha instituição aguardou até o momento mais seguro para o retorno presencial.;;;Pior do que antes;Pior do que antes;Pior do que antes;Foi uma época difícil para todos nós, principalmente pelas perdas e adaptações. Na área estudantil, ela acabou por me aproximar mais dos professores.
21/11/2022;20;Masculino;Solteiro(a);Estagiário(a);SP;IMESB;Bacharel em Direito;Graduação;01/01/2020;Pública;Outra cidade;Sim;Não sei;;15/04/2020;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Não;Família;Sim;Sim;Dificuldades devido a alterações em suas condições de vida, incluindo o fechamento de alojamentos, perda de emprego, etc.;Pior do que antes;O mesmo que antes;Pior do que antes;Muito pior do que antes;Pior do que antes;;Foram mais ou menos o mesmo;Piorou;Melhorou;Era mais ou menos o mesmo;Diminuiu;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);15/02/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Diminuiram;Está mais ou menos a mesma;Não;Aumentaram;Viagens/deslocamentos, Alimentação, Outras (não relacionadas);;De forma oportuna e prudente;Reconheço que minha instituição seguiu todas as orientações prestadas pelo Ministério da Saúde e pelo MEC, para então podermos ter aula a distância, já que o Direito não ;Roda de conversa e curso de inglês.;;Pior do que antes;Pior do que antes;Muito pior do que antes;
21/11/2022;43;Masculino;Solteiro(a);Empregado(a);SP;UNOPAR ;Pós-Graduação em Educação Especial e Inclusiva;Especialização/MBA;05/07/2022;Privada;Local;Sim;Não sei;;;Fora do campus, mas na mesma cidade da instituição de ensino;Sim;Sozinho(a);Sim;Sim;Dificuldades para viajar/se deslocar;O mesmo de antes;O mesmo que antes;O mesmo de antes;Pior do que antes;O mesmo de antes;;Foram mais ou menos o mesmo;Piorou;Ficou mais ou menos o mesmo;Era mais ou menos o mesmo;Aumentou;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;Diminuiu;Sim;Estão mais ou menos as mesmas;Outras (não relacionadas);;De forma oportuna e prudente;;;;O mesmo de antes;Pior do que antes;O mesmo de antes;
21/11/2022;19;Feminino;Solteiro(a);Empregado(a);SP;UNIARA;Arquitetura e Urbanismo ;Graduação;01/03/2021;Privada;Outra cidade;Sim;Não se aplica;;;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Não;Não;Ajuda ou assistência de pessoas desconhecidas;O mesmo de antes;O mesmo que antes;O mesmo de antes;Pior do que antes;Pior do que antes;;Foram mais ou menos o mesmo;Piorou;Ficou mais ou menos o mesmo;N/A ou Não sabe;Diminuiu;Foi mais ou menos o mesmo;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;;Foram mais ou menos os mesmos;N/A ou Não quero responder;Não;N/A ou Não sabe;Alimentação;;De forma oportuna e prudente;;;;Pior do que antes;Pior do que antes;Pior do que antes;
21/11/2022;29;Masculino;Solteiro(a);Empregado(a);SP;UNESP;Pós-Graduação em Mídia e Tecnologia;Mestrado;;Pública;Outra cidade;Sim;Não;Infelizmente, a instituição determinou que cada campus tivesse seu comitê de saúde apra tratar a respeito da pandemia. NO meu caso, o campus de Bauru adotou medidas corretas e liberou as aulas para pós-graduação de forma presencial apenas quando a taxa de contaminação estivesse baixa o suficiente a ponto de ser seguro a convivência pessoal dentro do campus. ;;Fora do campus, mas na mesma cidade da instituição de ensino;Não;Sozinho(a);Não;Não;Não se aplica / Não sabe / Não se lembra;O mesmo de antes;O mesmo que antes;O mesmo de antes;O mesmo de antes;O mesmo de antes;Durante a pandemia passei a adotar hábitos mais saudáveis, seja em relação a alimentação, cuidado com os alimentos e até mesmo a higiene pessoal. Hábitos que continuo levando para a vida mesmo com a taxa de contaminação baixa.;Foram mais ou menos o mesmo;Piorou;Pioraram;Era mais ou menos o mesmo;Diminuiu;Diminuiu;Sim (retornou todas as atividades presenciais);;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Durante o período da pandemia meu aproveitamento nos estudos diminuiu pois não não gosto de estudar a distância. Minha casa sempre foi um ponto de distração e minha dificuldade em me concentrar aumentou. ;Foram mais ou menos os mesmos;Diminuiu;Não;Diminuiram;Outras (não relacionadas);;Muito rapidamente;;;;N/A ou Não Sabe;O mesmo de antes;O mesmo de antes;Consegui realizar uma quarentena disciplinada durante 8 meses durante o ano de 2020, após esse período senti que meu psicológico começou a dar sinais de que estava sendo afetado. Minha ansiedade voltou (de forma pequena, mas voltou) e percebi que o estresse também. Comecei a fazer caminhadas ao ar livre para ter mais contato com a natureza e melhorar meus sintomas físicos, o que me ajudou bastante. Contrai covid em junho deste ano, após 3 doses da vacina. Tive sintomas típicos de rinite alérgica, destacando a intensidade da coriza e, posteriormente, congestão nasal. Ambos os sintomas foram bem piores do que uma crise alérgica comum e, após o tratamento, fiquei com algumas sequeleas de curto prazo como perda de memória recente e dores de garganta.
23/11/2022;60;Feminino;Casado(a);Bolsista;SP;SEBRAE;Bolsista de Estimulo à Inovação em Moda;Doutorado;01/02/2022;Pública;Outra cidade;Sim;Não se aplica;O atendimento do bolsista em Campo era presencial e passou a ser remoto ou hibrido;20/03/2022;Em outra cidade da instituição de ensino mas dentro do mesmo estado;Sim;Família;Sim;Sim;Discriminação por pessoas desconhecidas;O mesmo de antes;Melhor do que antes;O mesmo de antes;O mesmo de antes;O mesmo de antes;em alguma medida evito vida social e compromissos em excesso;Foram mais ou menos o mesmo;Piorou;Melhorou;Era mais ou menos o mesmo;Aumentou;Aumentou;Sim (retornou todas as atividades presenciais);07/03/2022;Sim vacinado com duas doses, com vacina de dose única e dose de reforço;Faço curso de extensão na minha área e Oriento bolsistas e alunos de firma remota;Diminuiram;Diminuiu;Não;Diminuiram;Alimentação;marido foi desligado do emprego;De forma oportuna e prudente;A instituição se adaptou ao que foi necessário;Criado videos instrutivos para o uso das plataformas remotas p as aula e aprimorar a qualidade da interação ;Mais ferramentas eficazes de interação remota;Pior do que antes;O mesmo de antes;Pior do que antes;
